Date,Price,Open,High,Low,Vol.,Change %
5-Feb-20,"1,207.71","1,191.00","1,211.81","1,189.71",239.32M,1.97%
6-Feb-20,"1,209.05","1,213.31","1,213.98","1,203.71",204.51M,0.11%
7-Feb-20,"1,199.27","1,208.75","1,210.04","1,197.61",194.15M,-0.81%
10-Feb-20,"1,205.41","1,194.57","1,205.45","1,193.97",187.00M,0.51%
11-Feb-20,"1,212.83","1,208.68","1,213.92","1,207.73",155.35M,0.62%
12-Feb-20,"1,214.51","1,215.60","1,219.87","1,209.69",206.22M,0.14%
13-Feb-20,"1,207.93","1,209.57","1,213.16","1,205.74",178.47M,-0.54%
14-Feb-20,"1,209.53","1,209.08","1,209.54","1,203.35",159.34M,0.13%
18-Feb-20,"1,205.08","1,208.37","1,210.65","1,201.03",174.54M,-0.37%
19-Feb-20,"1,210.55","1,207.81","1,212.18","1,207.06",155.02M,0.45%
20-Feb-20,"1,203.03","1,208.03","1,208.69","1,192.16",178.60M,-0.62%
21-Feb-20,"1,203.41","1,200.16","1,204.40","1,194.05",176.38M,0.03%
24-Feb-20,"1,164.14","1,190.90","1,190.90","1,159.05",259.05M,-3.26%
25-Feb-20,"1,129.79","1,167.11","1,169.88","1,125.32",276.84M,-2.95%
26-Feb-20,"1,128.63","1,134.65","1,148.58","1,126.78",267.59M,-0.10%
27-Feb-20,"1,091.03","1,120.15","1,131.20","1,090.74",353.45M,-3.33%
28-Feb-20,"1,075.66","1,071.03","1,076.21","1,046.39",446.18M,-1.41%
2-Mar-20,"1,127.57","1,079.05","1,127.62","1,073.26",331.76M,4.83%
3-Mar-20,"1,098.88","1,129.71","1,148.88","1,084.37",320.98M,-2.54%
4-Mar-20,"1,162.75","1,125.19","1,163.99","1,125.19",321.83M,5.81%
5-Mar-20,"1,134.90","1,147.52","1,152.39","1,122.56",283.95M,-2.40%
6-Mar-20,"1,129.02","1,117.35","1,133.04","1,099.87",324.21M,-0.52%
9-Mar-20,"1,070.44","1,112.70","1,112.70","1,059.92",353.90M,-5.19%
10-Mar-20,"1,107.57","1,088.80","1,108.68","1,057.01",326.38M,3.47%
11-Mar-20,"1,064.27","1,089.53","1,089.53","1,051.20",351.18M,-3.91%
12-Mar-20,985.4,"1,032.24","1,040.74",983,428.16M,-7.41%
13-Mar-20,"1,053.92","1,008.22","1,054.25",976.77,411.01M,6.95%
16-Mar-20,948.61,998.1,"1,009.73",946.02,381.84M,-9.99%
17-Mar-20,"1,007.95",957.64,"1,015.43",955.62,401.74M,6.26%
18-Mar-20,973.71,975.93,989.18,927.01,407.97M,-3.40%
19-Mar-20,955.54,972.32,977.11,945.31,388.91M,-1.87%
20-Mar-20,916.59,959.3,972.95,913.28,407.75M,-4.08%
23-Mar-20,870.99,910.67,910.67,858,373.17M,-4.97%
24-Mar-20,937.08,906.88,938.93,904.89,348.87M,7.59%
25-Mar-20,948.94,932.73,980.18,922,364.88M,1.27%
26-Mar-20,"1,015.18",957.61,"1,017.92",956.09,335.96M,6.98%
27-Mar-20,990.69,995.14,"1,016.60",983.05,269.84M,-2.41%
30-Mar-20,"1,036.98","1,007.29","1,038.81","1,007.29",296.72M,4.67%
31-Mar-20,"1,032.90","1,033.82","1,043.52","1,022.32",319.52M,-0.39%
1-Apr-20,993.02,"1,002.69","1,007.31",984.01,237.35M,-3.86%
2-Apr-20,"1,020.68",988.14,"1,022.95",978.9,242.51M,2.79%
3-Apr-20,"1,010.87","1,014.30","1,025.71","1,000.11",223.25M,-0.96%
6-Apr-20,"1,065.43","1,037.88","1,070.40","1,037.88",291.22M,5.40%
7-Apr-20,"1,055.49","1,085.42","1,093.29","1,055.00",263.02M,-0.93%
8-Apr-20,"1,099.88","1,061.43","1,105.40","1,051.62",230.60M,4.21%
9-Apr-20,"1,106.01","1,100.14","1,111.56","1,095.56",243.94M,0.56%
13-Apr-20,"1,095.15","1,105.03","1,105.03","1,080.29",186.09M,-0.98%
14-Apr-20,"1,131.35","1,111.73","1,135.12","1,111.73",215.22M,3.31%
15-Apr-20,"1,125.42","1,121.34","1,131.75","1,110.27",207.80M,-0.52%
16-Apr-20,"1,150.15","1,133.15","1,152.86","1,130.59",233.53M,2.20%
17-Apr-20,"1,173.93","1,170.26","1,175.80","1,157.87",325.68M,2.07%
20-Apr-20,"1,164.79","1,167.64","1,181.29","1,160.96",228.70M,-0.78%
21-Apr-20,"1,128.23","1,150.26","1,150.72","1,126.93",229.50M,-3.14%
22-Apr-20,"1,146.31","1,143.09","1,151.70","1,138.48",201.66M,1.60%
23-Apr-20,"1,151.83","1,151.80","1,170.34","1,151.09",248.06M,0.48%
24-Apr-20,"1,168.43","1,158.91","1,170.04","1,152.10",182.66M,1.44%
27-Apr-20,"1,183.79","1,173.44","1,188.11","1,173.44",195.76M,1.31%
28-Apr-20,"1,158.58","1,187.96","1,189.93","1,157.76",222.54M,-2.13%
29-Apr-20,"1,167.15","1,168.07","1,175.63","1,159.97",275.09M,0.74%
30-Apr-20,"1,162.03","1,164.30","1,169.13","1,155.80",277.54M,-0.44%
1-May-20,"1,137.89","1,152.53","1,152.53","1,129.42",206.02M,-2.08%
4-May-20,"1,138.72","1,137.80","1,141.18","1,128.83",174.24M,0.07%
5-May-20,"1,163.21","1,148.02","1,171.79","1,146.61",187.42M,2.15%
6-May-20,"1,151.78","1,166.50","1,169.40","1,151.78",201.89M,-0.98%
7-May-20,"1,151.26","1,158.87","1,162.12","1,150.00",211.90M,-0.05%
8-May-20,"1,157.47","1,159.49","1,163.13","1,153.66",194.24M,0.54%
11-May-20,"1,177.17","1,155.61","1,179.33","1,153.39",201.82M,1.70%
12-May-20,"1,159.62","1,181.12","1,184.83","1,159.42",198.68M,-1.49%
13-May-20,"1,146.87","1,158.24","1,166.32","1,137.47",221.81M,-1.10%
14-May-20,"1,159.19","1,139.46","1,159.19","1,135.58",199.08M,1.07%
15-May-20,"1,167.63","1,156.04","1,169.35","1,152.90",255.68M,0.73%
18-May-20,"1,178.58","1,184.38","1,195.68","1,177.61",215.58M,0.94%
19-May-20,"1,164.35","1,176.40","1,180.29","1,163.99",171.01M,-1.21%
20-May-20,"1,165.78","1,170.98","1,176.99","1,162.86",188.78M,0.12%
21-May-20,"1,156.32","1,164.38","1,164.38","1,150.31",184.26M,-0.81%
22-May-20,"1,158.51","1,155.46","1,159.05","1,150.04",161.61M,0.19%
26-May-20,"1,156.27","1,168.30","1,176.24","1,154.55",219.32M,-0.19%
