Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,179.08999633789062,182.6199951171875,176.8699951171875,182.6199951171875,141.5950469970703,2751200
2017-01-04,182.91000366210938,184.1300048828125,181.5399932861328,184.0800018310547,142.7270965576172,1991700
2017-01-05,179.69000244140625,184.72999572753906,178.1699981689453,184.39999389648438,142.9751739501953,2186400
2017-01-06,183.5500030517578,188.10000610351562,182.60000610351562,186.8300018310547,144.8592987060547,2251400
2017-01-09,186.49000549316406,187.7899932861328,185.2899932861328,185.91000366210938,144.14598083496094,1954000
2017-01-10,185.1199951171875,185.89999389648438,183.64999389648438,184.19000244140625,142.8123779296875,2666100
2017-01-11,183.6999969482422,184.47999572753906,181.57000732421875,181.99000549316406,141.10662841796875,2151700
2017-01-12,181.61000061035156,183.22000122070312,181.11000061035156,183.08999633789062,141.95947265625,1243200
2017-01-13,182.8699951171875,184.97000122070312,182.47999572753906,184.00999450683594,142.67279052734375,1740400
2017-01-17,184.3699951171875,186.75999450683594,184.13999938964844,185.3300018310547,143.69627380371094,1888500
2017-01-18,185.0,187.1699981689453,184.72000122070312,186.57000732421875,144.65773010253906,1330300
2017-01-19,185.52000427246094,185.66000366210938,182.72999572753906,182.9199981689453,141.82766723632812,1939700
2017-01-20,182.8300018310547,185.0399932861328,181.10000610351562,184.52999877929688,143.0759735107422,2673600
2017-01-23,184.3800048828125,185.2100067138672,183.80999755859375,185.0,143.4404296875,2150200
2017-01-24,185.19000244140625,185.3699951171875,183.4199981689453,184.13999938964844,142.7736053466797,2315200
2017-01-25,183.89999389648438,184.22000122070312,182.08999633789062,182.39999389648438,141.42446899414062,2063800
2017-01-26,182.91000366210938,183.4199981689453,181.8699951171875,182.08999633789062,141.1841583251953,1891300
2017-01-27,182.57000732421875,182.67999267578125,178.52999877929688,179.50999450683594,139.18374633789062,2194000
2017-01-30,179.9600067138672,179.97999572753906,176.6199951171875,177.74000549316406,137.8113555908203,1716100
2017-01-31,179.00999450683594,184.07000732421875,179.00999450683594,183.77000427246094,142.48667907714844,3403200
2017-02-01,185.3800048828125,186.0,181.49000549316406,181.52999877929688,140.74993896484375,2925100
2017-02-02,181.30999755859375,183.52000427246094,181.30999755859375,182.9600067138672,141.8586883544922,1535100
2017-02-03,184.10000610351562,185.41000366210938,183.77000427246094,185.3300018310547,143.69627380371094,1805300
2017-02-06,184.24000549316406,185.5,181.75,182.07000732421875,141.16864013671875,1179400
2017-02-07,182.1300048828125,183.36000061035156,178.52000427246094,179.05999755859375,138.83480834960938,1812900
2017-02-08,179.25999450683594,181.13999938964844,178.66000366210938,180.6199951171875,140.04432678222656,1406100
2017-02-09,181.00999450683594,182.8699951171875,180.7899932861328,181.99000549316406,141.10662841796875,1298500
2017-02-10,180.3699951171875,182.67999267578125,180.0500030517578,182.10000610351562,142.56275939941406,1193500
2017-02-13,182.8300018310547,183.7899932861328,180.52999877929688,181.6699981689453,142.2261199951172,1250600
2017-02-14,181.0800018310547,182.38999938964844,179.85000610351562,180.94000244140625,141.6546173095703,1079700
2017-02-15,180.42999267578125,180.8300018310547,176.83999633789062,178.5399932861328,139.7756805419922,1954900
2017-02-16,178.8800048828125,180.86000061035156,178.5500030517578,179.17999267578125,140.2767333984375,1373100
2017-02-17,179.36000061035156,182.0500030517578,178.38999938964844,181.08999633789062,141.77200317382812,1657800
2017-02-21,181.52999877929688,185.6199951171875,181.0399932861328,185.16000366210938,144.95835876464844,1521200
2017-02-22,184.8300018310547,185.69000244140625,183.60000610351562,184.6999969482422,144.59825134277344,1469200
2017-02-23,184.6999969482422,185.7899932861328,183.6300048828125,184.99000549316406,144.82530212402344,1043700
2017-02-24,184.69000244140625,184.7100067138672,181.89999389648438,184.2899932861328,144.2772216796875,1213100
2017-02-27,185.0399932861328,187.35000610351562,184.3000030517578,186.3300018310547,145.8743133544922,1313800
2017-02-28,185.6699981689453,186.3699951171875,182.7899932861328,184.39999389648438,144.36338806152344,1841800
2017-03-01,184.27000427246094,184.8800048828125,182.22000122070312,182.52000427246094,142.8915252685547,1845900
2017-03-02,182.52000427246094,182.55999755859375,179.60000610351562,181.13999938964844,141.81117248535156,1566500
2017-03-03,181.50999450683594,181.72000122070312,178.80999755859375,179.39999389648438,140.44898986816406,1729600
