Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,243.61538696289062,244.92308044433594,241.53846740722656,243.76922607421875,226.53408813476562,4179435
2017-01-04,244.23077392578125,244.84616088867188,243.23077392578125,243.84616088867188,226.60557556152344,2787577
2017-01-05,242.84616088867188,244.23077392578125,240.84616088867188,242.46153259277344,225.31884765625,3361384
2017-01-06,242.92308044433594,244.38461303710938,241.23077392578125,243.15383911132812,225.96221923828125,2875704
2017-01-09,243.38461303710938,243.53846740722656,241.76922607421875,242.0,224.88995361328125,2764125
2017-01-10,242.0,243.23077392578125,241.3076934814453,241.3076934814453,224.24661254882812,3536325
2017-01-11,240.3076934814453,242.46153259277344,240.3076934814453,242.07691955566406,224.9614715576172,3690063
2017-01-12,241.92308044433594,242.07691955566406,239.46153259277344,241.46153259277344,224.38955688476562,3889093
2017-01-13,241.23077392578125,241.92308044433594,240.38461303710938,241.23077392578125,224.1751251220703,3162094
2017-01-17,239.76922607421875,241.92308044433594,239.6923065185547,240.53846740722656,223.53176879882812,3747549
2017-01-18,240.07691955566406,241.07691955566406,239.46153259277344,240.23077392578125,223.24581909179688,3211182
2017-01-19,240.38461303710938,241.07691955566406,238.84616088867188,240.07691955566406,223.10281372070312,4900727
2017-01-20,236.61538696289062,237.6923065185547,233.07691955566406,234.84616088867188,218.24192810058594,10861851
2017-01-23,234.61538696289062,234.6923065185547,227.53846740722656,228.84616088867188,212.66610717773438,7682142
2017-01-24,229.6923065185547,231.23077392578125,229.38461303710938,230.76922607421875,214.45323181152344,4379245
2017-01-25,234.0,234.38461303710938,232.46153259277344,233.61538696289062,217.09811401367188,4957121
2017-01-26,234.15383911132812,234.53846740722656,231.76922607421875,233.23077392578125,216.74072265625,3479723
2017-01-27,233.84616088867188,234.15383911132812,230.3076934814453,230.84616088867188,214.5247039794922,3900728
2017-01-30,230.46153259277344,231.53846740722656,229.0,230.46153259277344,214.16726684570312,3407534
2017-01-31,229.61538696289062,230.0,226.92308044433594,228.46153259277344,212.30868530273438,5031442
2017-02-01,228.6923065185547,229.3076934814453,227.38461303710938,228.38461303710938,212.23721313476562,3338699
2017-02-02,227.53846740722656,228.53846740722656,226.92308044433594,228.3076934814453,212.16567993164062,2822235
2017-02-03,229.15383911132812,229.23077392578125,227.23077392578125,228.46153259277344,212.30868530273438,4043559
2017-02-06,228.3076934814453,228.84616088867188,227.46153259277344,228.15383911132812,212.0227508544922,3084263
2017-02-07,228.84616088867188,229.3076934814453,227.15383911132812,227.38461303710938,211.3079071044922,3091179
2017-02-08,227.0,227.23077392578125,225.07691955566406,226.38461303710938,210.37860107421875,4183582
2017-02-09,227.07691955566406,228.46153259277344,226.61538696289062,227.61538696289062,211.52236938476562,2816580
2017-02-10,228.76922607421875,228.84616088867188,227.3076934814453,228.61538696289062,212.45166015625,2962323
2017-02-13,229.84616088867188,231.23077392578125,228.6923065185547,231.07691955566406,214.73919677734375,4812600
2017-02-14,231.76922607421875,232.92308044433594,230.15383911132812,232.92308044433594,216.45481872558594,4553679
2017-02-15,233.0,233.46153259277344,232.15383911132812,233.46153259277344,216.9552001953125,3311399
2017-02-16,233.46153259277344,234.38461303710938,233.07691955566406,234.23077392578125,217.67001342773438,3371225
2017-02-17,233.92308044433594,234.15383911132812,232.3076934814453,233.61538696289062,217.09811401367188,2840422
2017-02-21,233.92308044433594,235.3076934814453,233.38461303710938,234.76922607421875,218.17042541503906,3931330
2017-02-22,234.76922607421875,235.0,232.76922607421875,233.3076934814453,216.81222534179688,3916185
2017-02-23,231.07691955566406,231.38461303710938,229.61538696289062,230.92308044433594,216.30783081054688,3763227
2017-02-24,229.53846740722656,232.23077392578125,229.07691955566406,232.23077392578125,217.53277587890625,3552081
2017-02-27,231.15383911132812,231.92308044433594,230.0,230.3076934814453,215.73138427734375,3064334
2017-02-28,230.6923065185547,231.38461303710938,228.23077392578125,229.3076934814453,214.794677734375,5084547
2017-03-01,230.61538696289062,233.46153259277344,229.38461303710938,232.23077392578125,217.53277587890625,4794790
2017-03-02,232.53846740722656,232.53846740722656,230.76922607421875,232.23077392578125,217.53277587890625,3593252
2017-03-03,232.23077392578125,232.46153259277344,231.15383911132812,231.6923065185547,217.0283660888672,2594410
2017-03-06,230.76922607421875,231.38461303710938,230.15383911132812,230.76922607421875,216.16372680664062,3044678
2017-03-07,230.23077392578125,230.6923065185547,229.15383911132812,229.6923065185547,215.15493774414062,3897777
2017-03-08,229.92308044433594,230.3076934814453,228.6923065185547,229.23077392578125,214.72264099121094,4200092
2017-03-09,228.84616088867188,229.46153259277344,227.38461303710938,228.15383911132812,213.71383666992188,3372226
2017-03-10,229.53846740722656,234.07691955566406,227.92308044433594,232.92308044433594,218.18125915527344,7697547
2017-03-13,232.53846740722656,232.76922607421875,229.15383911132812,229.6923065185547,215.15493774414062,3924414
2017-03-14,228.92308044433594,229.15383911132812,226.6923065185547,227.23077392578125,212.84922790527344,2964208
2017-03-15,227.3076934814453,229.46153259277344,226.6923065185547,228.92308044433594,214.4344024658203,3268564
2017-03-16,229.23077392578125,229.38461303710938,227.84616088867188,228.84616088867188,214.3623504638672,2756910
2017-03-17,229.61538696289062,231.07691955566406,229.0,229.84616088867188,215.29908752441406,5673070
2017-03-20,230.0,230.15383911132812,228.38461303710938,228.76922607421875,214.29031372070312,2454062
2017-03-21,229.6923065185547,229.6923065185547,225.6923065185547,226.07691955566406,211.76840209960938,3488524
2017-03-22,227.38461303710938,228.53846740722656,225.46153259277344,227.15383911132812,212.7771759033203,3380091
2017-03-23,226.92308044433594,228.6923065185547,226.0,227.84616088867188,213.42567443847656,3207750
2017-03-24,227.61538696289062,229.3076934814453,227.15383911132812,228.61538696289062,214.1461944580078,3624426
2017-03-27,226.53846740722656,227.0,225.0,226.46153259277344,212.128662109375,3768271
2017-03-28,225.46153259277344,228.6923065185547,225.0,227.84616088867188,213.42567443847656,3620201
2017-03-29,227.07691955566406,228.53846740722656,226.61538696289062,228.3076934814453,213.8579864501953,3582644
2017-03-30,228.15383911132812,230.6923065185547,227.92308044433594,229.76922607421875,215.2269744873047,4674969
2017-03-31,229.6923065185547,231.07691955566406,228.76922607421875,229.23077392578125,214.72264099121094,6603545
2017-04-03,228.92308044433594,230.76922607421875,228.84616088867188,229.84616088867188,215.29908752441406,3888599
2017-04-04,230.0,231.46153259277344,228.46153259277344,230.92308044433594,216.30783081054688,3257436
2017-04-05,231.46153259277344,234.0,230.38461303710938,230.53846740722656,215.94754028320312,3358875
2017-04-06,230.76922607421875,232.15383911132812,230.15383911132812,230.23077392578125,215.6593475341797,2801500
2017-04-07,230.15383911132812,232.23077392578125,230.15383911132812,230.6923065185547,216.09165954589844,2466841
2017-04-10,231.3076934814453,232.53846740722656,230.46153259277344,230.84616088867188,216.2357635498047,2405676
2017-04-11,230.76922607421875,231.53846740722656,229.53846740722656,231.07691955566406,216.45191955566406,2865226
2017-04-12,229.84616088867188,230.0,228.07691955566406,229.0,214.50645446777344,3515369
2017-04-13,228.46153259277344,229.23077392578125,227.3076934814453,227.38461303710938,212.99330139160156,2599740
2017-04-17,227.84616088867188,228.46153259277344,227.3076934814453,228.0,213.5697784423828,2830958
2017-04-18,227.6923065185547,230.0,227.53846740722656,229.53846740722656,215.0108642578125,3341858
2017-04-19,229.92308044433594,231.23077392578125,229.76922607421875,230.76922607421875,216.16372680664062,3457272
2017-04-20,231.15383911132812,234.92308044433594,231.0,232.84616088867188,218.10919189453125,4820608
2017-04-21,232.84616088867188,233.6923065185547,226.53846740722656,227.3076934814453,212.9212646484375,9405682
2017-04-24,229.61538696289062,230.23077392578125,226.84616088867188,227.3076934814453,212.9212646484375,6316076
2017-04-25,226.53846740722656,227.6923065185547,225.53846740722656,226.53846740722656,212.20071411132812,5181033
2017-04-26,227.07691955566406,227.3076934814453,225.07691955566406,225.07691955566406,210.8316650390625,4857892
2017-04-27,225.3076934814453,225.46153259277344,223.23077392578125,223.6923065185547,209.53469848632812,4282174
2017-04-28,223.84616088867188,224.3076934814453,222.53846740722656,223.0,208.88619995117188,3130296
2017-05-01,223.15383911132812,224.38461303710938,222.53846740722656,222.61538696289062,208.52593994140625,3122054
2017-05-02,223.15383911132812,223.46153259277344,222.38461303710938,223.0,208.88619995117188,4388800
